"id_previa";"id_alumno";"id_materia";"id_condicion";"id_calificacion";"createdAt";"updatedAt";"id_curso";"id_ciclo";"id_plan"
22;327;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
23;327;220;1;1;"2024-09-02 00:00:00";"2025-02-17 13:48:12";17;56;5
24;426;219;1;1;"2024-09-02 00:00:00";"2025-04-25 13:13:42";17;55;5
25;426;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
26;429;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
27;455;220;1;1;"2024-09-02 00:00:00";"2025-09-23 13:36:58";17;56;5
28;472;222;1;1;"2024-09-02 00:00:00";"2025-04-15 13:46:09";17;56;5
29;472;223;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:28";17;56;5
30;472;220;1;1;"2024-09-02 00:00:00";"2025-04-25 12:42:19";17;56;5
31;501;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
32;501;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
33;501;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
34;518;220;1;9;"2024-09-02 00:00:00";"2025-02-18 12:34:53";17;56;5
35;564;224;1;9;"2024-09-02 00:00:00";"2025-02-22 13:05:42";17;56;5
36;564;220;1;1;"2024-09-02 00:00:00";"2025-02-17 13:48:12";17;56;5
37;640;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
38;660;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
39;660;222;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
40;660;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
41;756;221;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:19";17;56;5
42;756;224;1;1;"2024-09-02 00:00:00";"2025-02-18 13:00:32";17;56;5
43;209;223;1;9;"2024-09-02 00:00:00";"2025-02-18 12:49:22";17;56;5
44;209;219;1;1;"2024-09-02 00:00:00";"2025-07-01 14:43:59";17;56;5
45;209;220;3;9;"2024-09-02 00:00:00";"2025-02-18 13:05:08";17;56;5
46;313;220;3;1;"2024-09-02 00:00:00";"2025-07-28 12:31:21";17;56;5
47;326;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
48;326;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
49;343;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
50;343;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
51;376;219;3;1;"2024-09-02 00:00:00";"2025-04-09 13:21:07";17;56;5
52;376;220;1;1;"2024-09-02 00:00:00";"2025-04-25 12:42:19";17;56;5
53;442;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
54;462;219;1;9;"2024-09-02 00:00:00";"2025-02-18 12:34:46";17;56;5
55;494;220;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:12";17;55;5
56;570;220;1;1;"2024-09-02 00:00:00";"2025-06-30 14:15:16";17;56;5
57;600;220;3;1;"2024-09-02 00:00:00";"2025-04-09 13:21:51";17;56;5
58;647;221;1;9;"2024-09-02 00:00:00";"2025-02-21 15:09:21";17;56;5
59;647;220;1;1;"2024-09-02 00:00:00";"2025-09-23 13:36:58";17;56;5
60;655;221;1;1;"2024-09-02 00:00:00";"2025-04-15 13:45:52";17;55;5
61;655;225;1;1;"2024-09-02 00:00:00";"2025-02-18 12:35:06";17;55;5
62;681;221;1;9;"2024-09-02 00:00:00";"2025-02-21 15:09:21";17;56;5
63;681;219;1;1;"2024-09-02 00:00:00";"2025-02-21 14:39:52";17;56;5
64;681;220;1;1;"2024-09-02 00:00:00";"2025-09-23 13:36:59";17;56;5
65;747;221;1;1;"2024-09-02 00:00:00";"2025-07-28 12:10:29";17;56;5
66;747;219;3;1;"2024-09-02 00:00:00";"2025-07-28 12:10:41";17;56;5
67;747;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
68;54;236;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
69;54;234;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
70;54;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
71;60;229;1;1;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;56;5
72;64;233;1;1;"2024-09-02 00:00:00";"2025-07-01 11:46:40";18;55;5
73;64;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
74;64;230;3;9;"2024-09-02 00:00:00";"2025-02-18 13:05:15";18;55;5
75;281;222;1;9;"2024-09-02 00:00:00";"2025-02-21 16:03:04";17;55;5
76;281;227;1;9;"2024-09-02 00:00:00";"2025-02-21 15:01:12";17;55;5
77;441;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
78;441;229;1;1;"2024-09-02 00:00:00";"2025-02-18 13:00:41";18;55;5
79;441;230;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
80;553;233;1;1;"2024-09-02 00:00:00";"2025-09-23 12:26:03";18;56;5
81;553;230;3;1;"2024-09-02 00:00:00";"2025-04-09 13:29:19";18;56;5
82;797;233;5;9;"2024-09-02 00:00:00";"2025-07-23 14:18:20";18;56;5
83;797;230;5;9;"2024-09-02 00:00:00";"2025-07-23 14:15:22";18;56;5
84;601;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
85;601;237;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
86;601;236;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
87;611;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
88;654;230;1;1;"2024-09-02 00:00:00";"2025-02-17 13:48:52";18;56;5
89;669;234;1;1;"2024-09-02 00:00:00";"2025-02-18 12:35:31";18;56;5
90;725;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
91;725;235;1;9;"2024-09-02 00:00:00";"2025-02-18 12:45:33";18;56;5
92;725;230;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
93;745;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
94;745;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
95;16;232;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
96;16;237;1;1;"2024-09-02 00:00:00";"2025-02-18 12:53:48";18;56;5
97;16;230;1;1;"2024-09-02 00:00:00";"2025-02-18 12:50:50";18;56;5
98;816;232;1;9;"2024-09-02 00:00:00";"2025-02-18 12:35:25";18;56;5
99;793;229;1;1;"2024-09-02 00:00:00";"2025-02-21 14:40:48";18;56;5
100;75;223;3;9;"2024-09-02 00:00:00";"2025-02-21 13:57:08";17;55;5
101;75;219;1;1;"2024-09-02 00:00:00";"2025-04-25 13:13:42";17;55;5
102;75;230;1;1;"2024-09-02 00:00:00";"2025-02-21 15:58:13";18;56;5
103;248;230;1;9;"2024-09-02 00:00:00";"2025-09-23 13:37:25";18;56;5
104;276;232;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
105;276;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
106;276;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
107;290;230;1;1;"2024-09-02 00:00:00";"2025-02-21 15:58:13";18;56;5
108;339;220;1;1;"2024-09-02 00:00:00";"2025-09-23 13:36:58";17;54;5
109;339;233;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
110;339;230;1;9;"2024-09-02 00:00:00";"2025-02-18 12:35:19";18;55;5
111;520;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
112;520;234;3;1;"2024-09-02 00:00:00";"2025-02-18 13:05:24";18;55;5
113;520;230;1;1;"2024-09-02 00:00:00";"2025-02-18 12:35:19";18;55;5
114;534;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
115;534;234;3;1;"2024-09-02 00:00:00";"2025-02-18 13:05:24";18;55;5
116;534;230;1;1;"2024-09-02 00:00:00";"2025-02-18 12:35:19";18;55;5
117;796;235;1;9;"2024-09-02 00:00:00";"2025-02-18 12:53:42";18;56;5
118;796;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
119;630;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;53;5
120;630;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;53;5
121;630;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
122;668;229;1;1;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;56;5
123;668;230;1;1;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;56;5
124;665;220;1;9;"2024-09-02 00:00:00";"2025-09-23 13:36:58";17;55;5
125;665;229;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
126;665;230;1;1;"2024-09-02 00:00:00";"2025-02-17 13:48:52";18;56;5
127;736;225;1;1;"2024-09-02 00:00:00";"2025-02-18 12:49:36";17;53;5
128;736;234;1;1;"2024-09-02 00:00:00";"2025-02-18 12:51:21";18;54;5
129;742;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;53;5
130;742;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
131;5;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
132;5;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
133;97;229;1;9;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;56;5
134;97;230;1;9;"2024-09-02 00:00:00";"2025-02-18 12:35:19";18;56;5
135;227;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
136;227;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
137;356;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
138;356;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
139;391;220;1;1;"2024-09-02 00:00:00";"2025-04-11 11:30:21";17;54;5
140;391;229;1;1;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;56;5
141;391;230;3;1;"2024-09-02 00:00:00";"2025-04-11 11:30:29";18;56;5
142;490;230;1;9;"2024-09-02 00:00:00";"2025-02-21 15:58:13";18;56;5
143;558;230;1;9;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;56;5
144;563;229;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:41";18;56;5
145;563;230;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:45";18;56;5
146;610;230;1;9;"2024-09-02 00:00:00";"2025-02-18 12:35:19";18;56;5
147;799;229;1;1;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;56;5
148;799;230;3;1;"2024-09-02 00:00:00";"2025-04-09 13:34:42";18;56;5
149;741;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
150;741;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
151;23;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;51;5
152;23;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
153;81;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
154;110;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
155;110;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
156;110;240;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
157;131;234;1;1;"2024-09-02 00:00:00";"2025-02-22 13:06:39";18;55;5
158;131;245;1;1;"2024-09-02 00:00:00";"2025-02-22 13:07:48";19;56;5
159;131;240;3;1;"2024-09-02 00:00:00";"2025-02-20 14:41:26";19;56;5
160;133;229;1;1;"2024-09-02 00:00:00";"2025-02-18 13:00:41";18;53;5
161;133;243;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
162;133;244;3;1;"2024-09-02 00:00:00";"2025-02-18 13:05:43";19;54;5
163;143;240;1;1;"2024-09-02 00:00:00";"2025-02-18 12:45:59";19;54;5
164;285;240;1;9;"2024-09-02 00:00:00";"2025-02-18 13:01:10";19;56;5
165;377;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
166;420;244;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
167;420;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
168;475;243;3;10;"2024-09-02 00:00:00";"2025-02-18 13:05:39";19;56;5
169;475;245;1;9;"2024-09-02 00:00:00";"2025-02-18 12:46:09";19;56;5
170;475;240;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:31";19;56;5
171;643;229;1;9;"2024-09-02 00:00:00";"2025-02-18 12:50:23";18;55;5
172;643;239;1;9;"2024-09-02 00:00:00";"2025-02-18 12:53:56";19;56;5
173;643;240;3;9;"2024-09-02 00:00:00";"2025-02-18 13:05:34";19;56;5
174;726;245;1;1;"2024-09-02 00:00:00";"2025-02-22 13:07:48";19;55;5
175;726;239;1;1;"2024-09-02 00:00:00";"2025-02-21 15:00:33";19;55;5
176;766;230;1;1;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;55;5
177;766;244;1;1;"2024-09-02 00:00:00";"2025-07-01 11:48:43";19;56;5
178;766;240;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
179;271;243;1;1;"2024-09-02 00:00:00";"2025-02-21 13:58:34";19;56;5
180;317;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
181;317;238;1;11;"2024-09-02 00:00:00";"2025-09-17 11:16:01";19;55;5
182;317;245;3;10;"2024-09-02 00:00:00";"2025-02-18 13:05:47";19;55;5
183;319;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
185;754;248;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
186;754;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
187;757;240;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:31";19;55;5
188;35;240;1;9;"2024-09-02 00:00:00";"2025-02-18 12:54:00";19;56;5
189;94;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
190;94;243;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
191;94;245;3;10;"2024-09-02 00:00:00";"2025-02-18 13:05:47";19;56;5
192;805;240;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:31";19;56;5
193;806;244;1;9;"2024-09-02 00:00:00";"2025-02-18 13:07:57";19;56;5
194;806;240;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:31";19;56;5
195;561;230;1;1;"2024-09-02 00:00:00";"2025-02-21 15:58:13";18;55;5
196;561;249;1;1;"2024-09-02 00:00:00";"2025-02-18 12:54:20";19;56;5
197;561;239;3;1;"2024-09-02 00:00:00";"2025-02-18 13:05:31";19;56;5
198;646;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;53;5
199;646;246;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
200;646;247;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
201;646;238;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
202;723;249;1;9;"2024-09-02 00:00:00";"2025-02-18 12:46:14";19;56;5
203;723;243;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:36";19;56;5
204;723;240;3;9;"2024-09-02 00:00:00";"2025-02-18 13:05:34";19;56;5
205;763;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
207;780;243;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;56;5
208;41;236;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:54";18;53;5
209;41;229;1;1;"2024-09-02 00:00:00";"2025-07-28 15:46:50";18;53;5
210;41;248;1;9;"2024-09-02 00:00:00";"2025-02-18 13:01:33";19;54;5
212;355;232;1;9;"2024-09-02 00:00:00";"2025-02-18 12:50:59";18;54;5
213;355;258;1;9;"2024-09-02 00:00:00";"2025-03-07 13:53:45";20;56;6
214;355;252;1;1;"2024-09-02 00:00:00";"2025-09-23 13:38:16";20;56;6
215;814;260;2;1;"2024-09-02 00:00:00";"2025-02-18 13:03:02";20;57;6
216;814;259;2;11;"2024-09-02 00:00:00";"2025-02-18 13:02:57";20;57;6
217;694;258;1;1;"2024-09-02 00:00:00";"2025-09-18 13:05:29";20;56;6
218;694;256;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:51";20;56;6
219;811;240;3;1;"2024-09-02 00:00:00";"2025-07-28 14:16:36";19;55;5
220;811;252;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
221;176;230;1;1;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;54;5
222;176;245;1;9;"2024-09-02 00:00:00";"2025-02-18 12:54:04";19;55;5
223;226;228;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;53;5
224;226;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
225;226;239;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
226;341;240;1;9;"2024-09-02 00:00:00";"2025-02-18 12:45:59";19;54;5
227;579;245;1;9;"2024-09-02 00:00:00";"2025-02-22 13:07:48";19;54;5
228;579;256;1;1;"2024-09-02 00:00:00";"2025-02-21 14:00:18";20;56;6
229;579;252;1;1;"2024-09-02 00:00:00";"2025-07-28 14:33:12";20;56;6
230;682;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
231;682;254;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
232;682;256;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
233;815;260;2;11;"2024-09-02 00:00:00";"2025-02-18 12:34:35";20;57;6
234;815;259;2;11;"2024-09-02 00:00:00";"2025-02-18 12:34:29";20;57;6
235;813;260;2;9;"2024-09-02 00:00:00";"2025-02-23 14:42:21";20;57;6
236;813;259;2;1;"2024-09-02 00:00:00";"2025-02-23 14:41:47";20;57;6
237;202;256;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
238;275;230;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:45";18;54;5
239;275;240;1;1;"2024-09-02 00:00:00";"2025-04-25 13:01:09";19;55;5
240;275;261;3;9;"2024-09-02 00:00:00";"2025-02-23 13:41:18";20;56;6
241;282;230;1;1;"2024-09-02 00:00:00";"2025-02-21 15:58:13";18;53;5
242;282;240;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
243;282;252;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
244;289;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;55;5
245;316;228;1;9;"2024-09-02 00:00:00";"2025-02-18 13:00:37";18;53;5
246;316;229;1;1;"2024-09-02 00:00:00";"2025-04-25 13:14:49";18;53;5
247;316;240;1;9;"2024-09-02 00:00:00";"2025-09-23 13:37:48";19;55;5
248;390;260;1;1;"2024-09-02 00:00:00";"2025-02-18 13:01:57";20;56;6
249;390;258;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
250;390;251;3;9;"2024-09-02 00:00:00";"2025-02-21 12:18:39";20;56;6
251;416;239;1;9;"2024-09-02 00:00:00";"2025-02-18 12:53:56";19;55;5
252;416;261;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
253;511;248;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;55;5
254;511;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;55;5
255;511;251;3;1;"2024-09-02 00:00:00";"2025-02-21 12:08:37";20;56;6
256;519;230;1;1;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;54;5
257;519;240;1;1;"2024-09-02 00:00:00";"2025-04-25 13:01:09";19;55;5
258;519;252;3;9;"2024-09-02 00:00:00";"2025-02-18 13:05:52";20;56;6
259;781;256;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
260;781;252;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;56;6
261;781;259;1;1;"2024-09-02 00:00:00";"2025-02-18 13:01:53";20;56;6
262;49;259;1;1;"2024-09-02 00:00:00";"2025-07-02 11:39:13";20;55;6
263;204;252;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;55;6
264;204;269;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
265;204;265;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
266;250;265;1;9;"2024-09-02 00:00:00";"2025-02-17 13:50:07";21;56;6
267;295;265;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
268;295;273;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
269;395;265;1;9;"2024-09-02 00:00:00";"2025-02-17 13:50:07";21;56;6
270;532;265;1;1;"2024-09-02 00:00:00";"2025-02-18 13:02:04";21;56;6
271;532;273;1;1;"2024-09-02 00:00:00";"2025-02-18 13:02:08";21;56;6
272;585;265;1;9;"2024-09-02 00:00:00";"2025-02-18 13:02:04";21;56;6
273;727;260;2;9;"2024-09-02 00:00:00";"2025-02-18 12:34:35";20;57;6
274;727;259;2;9;"2024-09-02 00:00:00";"2025-02-18 12:48:01";20;57;6
275;727;274;2;9;"2024-09-02 00:00:00";"2025-02-18 12:48:10";21;57;6
276;727;275;2;1;"2024-09-02 00:00:00";"2025-02-18 13:04:38";21;57;6
277;727;273;2;1;"2024-09-02 00:00:00";"2025-02-18 13:04:13";21;57;6
278;487;259;1;1;"2024-09-02 00:00:00";"2025-04-28 11:28:06";20;55;6
279;487;277;1;9;"2024-09-02 00:00:00";"2025-02-18 12:57:28";21;56;6
280;487;265;1;1;"2024-09-02 00:00:00";"2025-04-25 13:02:46";21;56;6
281;40;273;1;1;"2024-09-02 00:00:00";"2025-02-18 13:02:08";21;56;6
282;91;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;53;5
283;91;256;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;55;6
284;122;245;1;9;"2024-09-02 00:00:00";"2025-02-18 13:01:27";19;54;5
285;284;273;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
286;398;233;1;1;"2024-09-02 00:00:00";"2025-04-11 12:55:00";18;53;5
287;398;230;1;1;"2024-09-02 00:00:00";"2025-04-25 12:58:12";18;53;5
288;398;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;54;5
289;443;260;2;9;"2024-09-02 00:00:00";"2025-02-18 12:48:05";20;56;6
290;473;260;1;9;"2024-09-02 00:00:00";"2025-07-02 11:37:08";20;55;6
291;473;258;1;9;"2024-09-02 00:00:00";"2025-09-18 13:05:29";20;55;6
292;498;260;1;9;"2024-09-02 00:00:00";"2025-02-18 12:55:00";20;55;6
293;550;232;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;53;5
294;550;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;53;5
295;550;272;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
296;642;240;1;9;"2024-09-02 00:00:00";"2025-06-30 14:13:48";19;54;5
297;642;273;1;9;"2024-09-02 00:00:00";"2025-02-25 12:55:08";21;56;6
298;778;255;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;55;6
299;778;272;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
300;778;273;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;56;6
301;121;173;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";14;41;4
302;121;193;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";15;42;4
303;121;210;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";16;43;4
304;121;216;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";16;43;4
305;121;217;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";16;43;4
306;315;245;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";19;44;5
307;120;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;45;5
308;120;256;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;47;6
309;120;265;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;48;6
310;120;282;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";22;49;6
311;528;282;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";22;49;6
312;818;254;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;47;6
313;818;256;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";20;47;6
314;818;275;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";21;48;6
315;818;285;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";22;50;6
316;818;289;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";22;50;6
317;818;290;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";22;50;6
318;222;244;1;9;"2024-09-02 00:00:00";"2025-02-17 13:49:43";19;47;5
