"id_previa";"id_alumno";"id_materia";"id_condicion";"id_calificacion";"createdAt";"updatedAt";"id_curso";"id_ciclo";"id_plan"
1;77;222;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
2;266;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
3;328;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
4;332;225;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
5;332;218;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
6;332;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
7;387;226;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
8;425;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
9;425;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
10;748;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
11;748;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
12;115;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
13;161;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
14;161;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
15;186;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
16;186;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
17;205;226;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
18;205;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
19;303;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
20;303;222;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
21;303;219;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
22;327;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
23;327;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
24;426;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
25;426;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
26;429;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
27;455;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
28;472;222;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
29;472;223;1;9;"2024-09-02 00:00:00";"2024-12-26 13:09:47";17;56;5
30;472;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
31;501;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
32;501;223;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
33;501;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
34;518;220;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
35;564;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
36;564;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
37;640;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
38;660;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
39;660;222;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
40;660;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
41;756;221;1;9;"2024-09-02 00:00:00";"2024-12-20 13:10:26";17;56;5
42;756;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
43;209;223;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
44;209;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
45;209;220;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
46;313;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
47;326;224;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
48;326;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
49;343;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
50;343;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
51;376;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
52;376;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
53;442;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
54;462;219;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
55;494;220;1;9;"2024-09-02 00:00:00";"2024-12-20 12:33:48";17;55;5
56;570;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
57;600;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
58;647;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
59;647;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
60;655;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
61;655;225;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
62;681;221;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
63;681;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
64;681;220;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
65;747;221;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
66;747;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
67;747;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;56;5
68;54;236;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
69;54;234;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
70;54;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
71;60;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
72;64;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
73;64;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
74;64;230;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
75;281;222;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
76;281;227;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
77;441;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
78;441;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
79;441;230;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
80;553;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
81;553;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
82;797;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
83;797;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
84;601;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
85;601;237;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
86;601;236;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;54;5
87;611;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
88;654;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
89;669;234;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
90;725;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
91;725;235;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
92;725;230;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
93;745;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
94;745;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
95;16;232;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
96;16;237;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
97;16;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
98;816;232;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
99;793;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
100;75;223;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
101;75;219;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;55;5
102;75;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
103;248;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
104;276;232;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
105;276;229;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
106;276;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
107;290;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
108;339;220;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";17;54;5
109;339;233;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
110;339;230;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
111;520;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
112;520;234;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
113;520;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
114;534;233;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
115;534;234;3;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
116;534;230;1;1;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;55;5
117;796;235;1;9;"2024-09-02 00:00:00";"2024-09-02 00:00:00";18;56;5
